Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,City,Region,Product_ID,Product_Name,Sub_Category,Sales,Quantity,Discount,Category,Profit
2737,CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645,Consumer,Newark,East,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",Paper,42.28,7,0,Office Supplies,19.8716
2738,CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645,Consumer,Newark,East,FUR-BO-10004467,Bestar Classic Bookcase,Bookcases,299.97,3,0,Furniture,56.9943
2739,CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645,Consumer,Newark,East,TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,Phones,89.98,2,0,Technology,43.1904
3063,CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150,Corporate,Newark,East,TEC-PH-10002350,Apple EarPods with Remote and Mic,Phones,83.97,3,0,Technology,23.5116
3064,CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150,Corporate,Newark,East,TEC-AC-10000397,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Accessories,104.97,3,0,Technology,7.3479
3071,CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,Corporate,Newark,East,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Storage,2934.33,7,0,Office Supplies,792.2691
3072,CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,Corporate,Newark,East,FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,Furnishings,124.41,3,0,Furniture,14.9292
3073,CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,Corporate,Newark,East,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,Art,57.75,5,0,Office Supplies,26.565
3091,CA-2016-112123,3/3/2016,3/8/2016,Standard Class,BH-11710,Consumer,Newark,East,OFF-BI-10001071,GBC ProClick Punch Binding System,Binders,447.86,7,0,Office Supplies,219.4514
3092,CA-2016-112123,3/3/2016,3/8/2016,Standard Class,BH-11710,Consumer,Newark,East,TEC-PH-10001557,Pyle PMP37LED,Phones,479.95,5,0,Technology,129.5865
3093,CA-2016-112123,3/3/2016,3/8/2016,Standard Class,BH-11710,Consumer,Newark,East,OFF-PA-10001977,Xerox 194,Paper,166.44,3,0,Office Supplies,79.8912
3446,CA-2015-131779,6/12/2015,6/17/2015,Standard Class,LE-16810,Consumer,Newark,East,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Storage,29.9,5,0,Office Supplies,5.083
3486,CA-2016-151169,10/21/2016,10/26/2016,Standard Class,MY-18295,Corporate,Newark,East,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Binders,7.92,4,0,Office Supplies,3.564
3727,CA-2016-165169,6/5/2016,6/11/2016,Standard Class,JL-15235,Consumer,Newark,East,OFF-ST-10001496,Standard Rollaway File with Lock,Storage,360.38,2,0,Office Supplies,93.6988
3728,CA-2016-165169,6/5/2016,6/11/2016,Standard Class,JL-15235,Consumer,Newark,East,OFF-AR-10000122,Newell 314,Art,11.16,2,0,Office Supplies,2.79
3729,CA-2016-165169,6/5/2016,6/11/2016,Standard Class,JL-15235,Consumer,Newark,East,OFF-LA-10000407,Avery White Multi-Purpose Labels,Labels,14.94,3,0,Office Supplies,6.8724
3737,CA-2016-115476,3/17/2016,3/17/2016,Same Day,VM-21835,Consumer,Newark,East,TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,Phones,129.98,2,0,Technology,62.3904
3738,CA-2016-115476,3/17/2016,3/17/2016,Same Day,VM-21835,Consumer,Newark,East,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Binders,32.54,2,0,Office Supplies,15.9446
4191,CA-2017-166709,11/17/2017,11/22/2017,Standard Class,HL-15040,Consumer,Newark,East,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,Copiers,10499.97,3,0,Technology,5039.9856
4779,CA-2017-132346,11/7/2017,11/11/2017,Standard Class,PK-19075,Consumer,Newark,East,OFF-AP-10000696,Holmes Odor Grabber,Appliances,100.94,7,0,Office Supplies,33.3102
5211,CA-2015-156755,1/12/2015,1/18/2015,Standard Class,YS-21880,Corporate,Newark,East,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",Storage,465.18,3,0,Office Supplies,120.9468
5334,CA-2014-103331,8/26/2014,9/1/2014,Standard Class,KB-16315,Consumer,Newark,East,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,Furnishings,10.68,4,0,Furniture,4.0584
5335,CA-2014-103331,8/26/2014,9/1/2014,Standard Class,KB-16315,Consumer,Newark,East,OFF-PA-10002160,Xerox 1978,Paper,17.34,3,0,Office Supplies,8.4966
5336,CA-2014-103331,8/26/2014,9/1/2014,Standard Class,KB-16315,Consumer,Newark,East,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Paper,3.38,1,0,Office Supplies,1.5548
5479,CA-2016-121356,11/20/2016,11/24/2016,Standard Class,SJ-20500,Consumer,Newark,East,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Binders,128.4,3,0,Office Supplies,62.916
6324,CA-2014-104402,6/17/2014,6/23/2014,Standard Class,DB-13660,Consumer,Newark,East,TEC-MA-10000423,Texas Instruments TI-34 Scientific Calculator,Machines,65.97,3,0,Technology,31.0059
6343,CA-2015-146255,3/7/2015,3/10/2015,First Class,EM-14140,Home Office,Newark,East,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Accessories,119.85,3,0,Technology,52.734
6344,CA-2015-146255,3/7/2015,3/10/2015,First Class,EM-14140,Home Office,Newark,East,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Binders,30.44,2,0,Office Supplies,14.9156
6345,CA-2015-146255,3/7/2015,3/10/2015,First Class,EM-14140,Home Office,Newark,East,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Binders,69.28,2,0,Office Supplies,33.2544
6346,CA-2015-146255,3/7/2015,3/10/2015,First Class,EM-14140,Home Office,Newark,East,TEC-PH-10001619,LG G3,Phones,587.97,3,0,Technology,170.5113
6539,CA-2015-109862,10/25/2015,10/30/2015,Standard Class,HK-14890,Corporate,Newark,East,TEC-PH-10004042,ClearOne Communications CHAT 70 OC Speaker Phone,Phones,158.99,1,0,Technology,41.3374
6540,CA-2015-109862,10/25/2015,10/30/2015,Standard Class,HK-14890,Corporate,Newark,East,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Chairs,291.1,5,0,Furniture,75.686
6945,CA-2014-148369,9/23/2014,9/27/2014,Standard Class,TH-21115,Corporate,Newark,East,OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Binders,11.12,4,0,Office Supplies,5.4488
7128,US-2016-117541,11/14/2016,11/20/2016,Standard Class,JM-16195,Consumer,Newark,East,OFF-PA-10001609,Tops Wirebound Message Log Books,Paper,16.45,5,0,Office Supplies,7.567
7129,US-2016-117541,11/14/2016,11/20/2016,Standard Class,JM-16195,Consumer,Newark,East,FUR-FU-10000550,Stacking Trays by OIC,Furnishings,19.92,4,0,Furniture,6.5736
7624,CA-2014-124464,7/14/2014,7/20/2014,Standard Class,SS-20515,Home Office,Newark,East,OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,Appliances,39.48,1,0,Office Supplies,11.0544
7638,CA-2017-104885,3/2/2017,3/8/2017,Standard Class,DB-13555,Corporate,Newark,East,OFF-AR-10001615,Newell 34,Art,59.52,3,0,Office Supplies,15.4752
7639,CA-2017-104885,3/2/2017,3/8/2017,Standard Class,DB-13555,Corporate,Newark,East,OFF-EN-10003286,Staple envelope,Envelopes,57.96,7,0,Office Supplies,27.2412
7640,CA-2017-104885,3/2/2017,3/8/2017,Standard Class,DB-13555,Corporate,Newark,East,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Bookcases,441.96,2,0,Furniture,101.6508
7641,CA-2017-104885,3/2/2017,3/8/2017,Standard Class,DB-13555,Corporate,Newark,East,OFF-PA-10002764,Easy-staple paper,Paper,68.04,6,0,Office Supplies,33.3396
7823,US-2014-115413,8/26/2014,9/1/2014,Standard Class,PP-18955,Home Office,Newark,East,OFF-AR-10003770,Newell 340,Art,8.64,3,0,Office Supplies,2.5056
7824,US-2014-115413,8/26/2014,9/1/2014,Standard Class,PP-18955,Home Office,Newark,East,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,Accessories,149.97,3,0,Technology,52.4895
8336,CA-2017-161655,5/13/2017,5/18/2017,Second Class,CW-11905,Home Office,Newark,East,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Binders,299.52,9,0,Office Supplies,149.76
8405,CA-2017-140480,7/8/2017,7/12/2017,Standard Class,HE-14800,Corporate,Newark,East,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,Furnishings,83.92,4,0,Furniture,5.8744
8406,CA-2017-140480,7/8/2017,7/12/2017,Standard Class,HE-14800,Corporate,Newark,East,TEC-AC-10002473,Maxell 4.7GB DVD-R,Accessories,141.9,5,0,Technology,58.179
8407,CA-2017-140480,7/8/2017,7/12/2017,Standard Class,HE-14800,Corporate,Newark,East,FUR-FU-10001057,Tensor Track Tree Floor Lamp,Furnishings,39.98,2,0,Furniture,9.1954
8408,CA-2017-140480,7/8/2017,7/12/2017,Standard Class,HE-14800,Corporate,Newark,East,OFF-AR-10001419,Newell 325,Art,28.91,7,0,Office Supplies,8.673
8409,CA-2017-140480,7/8/2017,7/12/2017,Standard Class,HE-14800,Corporate,Newark,East,OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,Art,174.95,5,0,Office Supplies,45.487
9465,CA-2014-109127,12/21/2014,12/25/2014,Standard Class,JC-15775,Consumer,Newark,East,OFF-LA-10004409,Avery 492,Labels,17.28,6,0,Office Supplies,7.9488
9744,CA-2016-137127,6/16/2016,6/22/2016,Standard Class,JJ-15445,Consumer,Newark,East,OFF-LA-10001641,Avery 518,Labels,9.45,3,0,Office Supplies,4.536
9965,CA-2016-146374,12/5/2016,12/10/2016,Second Class,HE-14800,Corporate,Newark,East,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furnishings,13.4,1,0,Furniture,6.432
9966,CA-2016-146374,12/5/2016,12/10/2016,Second Class,HE-14800,Corporate,Newark,East,OFF-PA-10000349,Easy-staple paper,Paper,4.98,1,0,Office Supplies,2.3406
9967,CA-2016-146374,12/5/2016,12/10/2016,Second Class,HE-14800,Corporate,Newark,East,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,109.69,7,0,Office Supplies,51.5543
126,US-2014-134614,9/20/2014,9/25/2014,Standard Class,PF-19165,Consumer,Bloomington,Central,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Tables,617.7,6,0.5,Furniture,-407.682
1174,US-2015-104430,10/22/2015,10/26/2015,Standard Class,LT-17110,Consumer,Bloomington,Central,OFF-BI-10000301,GBC Instant Report Kit,Binders,5.176,4,0.8,Office Supplies,-7.764
6685,US-2015-129637,12/17/2015,12/22/2015,Standard Class,MC-18100,Consumer,Bloomington,Central,OFF-ST-10003716,Tennsco Double-Tier Lockers,Storage,180.016,1,0.2,Office Supplies,-15.7514
6686,US-2015-129637,12/17/2015,12/22/2015,Standard Class,MC-18100,Consumer,Bloomington,Central,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furnishings,41.552,2,0.6,Furniture,-19.7372
6687,US-2015-129637,12/17/2015,12/22/2015,Standard Class,MC-18100,Consumer,Bloomington,Central,OFF-AR-10003829,Newell 35,Art,13.12,5,0.2,Office Supplies,1.476
7377,US-2017-145597,11/2/2017,11/5/2017,First Class,GG-14650,Corporate,Bloomington,Central,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Art,54.336,4,0.2,Office Supplies,5.4336
9208,CA-2017-140781,8/3/2017,8/7/2017,Standard Class,AB-10105,Consumer,Bloomington,Central,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Accessories,39.816,3,0.2,Technology,7.4655
9725,CA-2015-117898,12/5/2015,12/11/2015,Standard Class,TB-21250,Consumer,Bloomington,Central,OFF-EN-10004459,Security-Tint Envelopes,Envelopes,12.224,2,0.2,Office Supplies,4.4312
5248,US-2015-168914,5/21/2015,5/27/2015,Standard Class,JE-15745,Consumer,Frankfort,Central,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Appliances,20.768,8,0.8,Office Supplies,-52.9584
6849,US-2016-163461,6/18/2016,6/21/2016,First Class,BT-11440,Consumer,Frankfort,Central,OFF-PA-10003134,Xerox 1937,Paper,76.864,2,0.2,Office Supplies,26.9024
7204,CA-2014-118276,12/29/2014,1/2/2015,Standard Class,MG-17890,Home Office,Saint Charles,Central,FUR-FU-10002111,"Master Caster Door Stop, Large Brown",Furnishings,8.736,3,0.6,Furniture,-4.8048
7913,CA-2016-167605,4/28/2016,4/30/2016,Second Class,RB-19570,Consumer,Saint Charles,Central,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furnishings,30.344,2,0.6,Furniture,-31.8612
8283,CA-2015-154284,12/21/2015,12/26/2015,Second Class,SZ-20035,Home Office,Saint Charles,Central,TEC-MA-10004241,Star Micronics TSP800 TSP847IIU Receipt Printer,Machines,600.53,2,0.3,Technology,137.264
8284,CA-2015-154284,12/21/2015,12/26/2015,Second Class,SZ-20035,Home Office,Saint Charles,Central,OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Art,59.904,2,0.2,Office Supplies,14.2272
8285,CA-2015-154284,12/21/2015,12/26/2015,Second Class,SZ-20035,Home Office,Saint Charles,Central,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,Accessories,637.44,8,0.2,Technology,135.456
8286,CA-2015-154284,12/21/2015,12/26/2015,Second Class,SZ-20035,Home Office,Saint Charles,Central,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furnishings,51.756,3,0.6,Furniture,-33.6414
3094,CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,Consumer,Bolingbrook,Central,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Supplies,31.68,4,0.2,Office Supplies,2.772
3095,CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,Consumer,Bolingbrook,Central,OFF-PA-10000809,Xerox 206,Paper,10.368,2,0.2,Office Supplies,3.6288
3096,CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,Consumer,Bolingbrook,Central,OFF-FA-10003021,Staples,Fasteners,12.032,8,0.2,Office Supplies,2.256
3097,CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,Consumer,Bolingbrook,Central,OFF-AP-10000696,Holmes Odor Grabber,Appliances,5.768,2,0.8,Office Supplies,-13.5548
3895,US-2014-112200,11/22/2014,11/28/2014,Standard Class,TC-21475,Home Office,Bolingbrook,Central,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Binders,9.98,5,0.8,Office Supplies,-16.467
7454,CA-2017-134796,6/25/2017,7/1/2017,Standard Class,FM-14380,Consumer,Bolingbrook,Central,TEC-PH-10003505,Geemarc AmpliPOWER60,Phones,148.48,2,0.2,Technology,16.704
8981,CA-2014-108182,2/6/2014,2/10/2014,Second Class,DL-13315,Consumer,Romeoville,Central,OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",Binders,8.952,2,0.8,Office Supplies,-14.7708
3489,CA-2015-157322,7/2/2015,7/6/2015,Standard Class,RH-19600,Consumer,Carol Stream,Central,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Chairs,408.422,2,0.3,Furniture,-5.8346
3490,CA-2015-157322,7/2/2015,7/6/2015,Standard Class,RH-19600,Consumer,Carol Stream,Central,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Chairs,382.116,6,0.3,Furniture,-92.7996
3491,CA-2015-157322,7/2/2015,7/6/2015,Standard Class,RH-19600,Consumer,Carol Stream,Central,OFF-ST-10004507,Advantus Rolling Storage Box,Storage,68.6,5,0.2,Office Supplies,6.0025
3492,CA-2015-157322,7/2/2015,7/6/2015,Standard Class,RH-19600,Consumer,Carol Stream,Central,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Storage,435.504,3,0.2,Office Supplies,48.9942
3493,CA-2015-157322,7/2/2015,7/6/2015,Standard Class,RH-19600,Consumer,Carol Stream,Central,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Paper,11.168,2,0.2,Office Supplies,3.7692
749,CA-2016-150889,3/20/2016,3/22/2016,Second Class,PB-19105,Consumer,Evanston,Central,TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,Phones,11.992,1,0.2,Technology,0.8994
1351,CA-2014-153976,10/3/2014,10/8/2014,Second Class,BP-11290,Consumer,Evanston,Central,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Chairs,258.279,3,0.3,Furniture,-70.1043
6201,CA-2015-146675,4/16/2015,4/20/2015,Standard Class,SB-20185,Consumer,Evanston,Central,TEC-CO-10001766,Canon PC940 Copier,Copiers,1439.968,4,0.2,Technology,485.9892
6202,CA-2015-146675,4/16/2015,4/20/2015,Standard Class,SB-20185,Consumer,Evanston,Central,TEC-AC-10004396,Logitech Keyboard K120,Accessories,43.56,3,0.2,Technology,-4.9005
110,CA-2015-129476,10/15/2015,10/20/2015,Standard Class,PA-19060,Home Office,Orland Park,Central,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Accessories,339.96,5,0.2,Technology,67.992
181,CA-2014-166191,12/5/2014,12/9/2014,Second Class,DK-13150,Corporate,Decatur,Central,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage,24.816,2,0.2,Office Supplies,1.8612
182,CA-2014-166191,12/5/2014,12/9/2014,Second Class,DK-13150,Corporate,Decatur,Central,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Accessories,408.744,7,0.2,Technology,76.6395
458,US-2016-157945,9/26/2016,10/1/2016,Standard Class,NF-18385,Consumer,Decatur,Central,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Chairs,747.558,3,0.3,Furniture,-96.1146
459,US-2016-157945,9/26/2016,10/1/2016,Standard Class,NF-18385,Consumer,Decatur,Central,OFF-EN-10001415,Staple envelope,Envelopes,8.928,2,0.2,Office Supplies,3.348
3879,CA-2014-151001,4/5/2014,4/7/2014,First Class,JG-15805,Corporate,Decatur,Central,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage,49.632,4,0.2,Office Supplies,3.7224
3880,CA-2014-151001,4/5/2014,4/7/2014,First Class,JG-15805,Corporate,Decatur,Central,OFF-ST-10001031,Adjustable Personal File Tote,Storage,52.096,4,0.2,Office Supplies,3.9072
4083,US-2017-151316,6/24/2017,6/30/2017,Standard Class,MC-17635,Corporate,Decatur,Central,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Binders,182.994,3,0.8,Office Supplies,-320.2395
4084,US-2017-151316,6/24/2017,6/30/2017,Standard Class,MC-17635,Corporate,Decatur,Central,OFF-PA-10000327,Xerox 1971,Paper,10.272,3,0.2,Office Supplies,3.21
5304,US-2014-139500,11/16/2014,11/20/2014,Standard Class,AB-10165,Consumer,Decatur,Central,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Chairs,37.296,2,0.3,Furniture,-1.0656
7095,US-2015-153374,2/9/2015,2/13/2015,Second Class,JF-15565,Consumer,Decatur,Central,TEC-AC-10001908,Logitech Wireless Headset h800,Accessories,479.952,6,0.2,Technology,89.991
8673,CA-2017-163265,2/16/2017,2/21/2017,Standard Class,JS-16030,Consumer,Decatur,Central,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Fasteners,18.368,2,0.2,Office Supplies,6.1992
8674,CA-2017-163265,2/16/2017,2/21/2017,Standard Class,JS-16030,Consumer,Decatur,Central,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Chairs,600.558,3,0.3,Furniture,-8.5794
8675,CA-2017-163265,2/16/2017,2/21/2017,Standard Class,JS-16030,Consumer,Decatur,Central,OFF-ST-10000642,"Tennsco Lockers, Gray",Storage,50.352,3,0.2,Office Supplies,-8.1822
8676,CA-2017-163265,2/16/2017,2/21/2017,Standard Class,JS-16030,Consumer,Decatur,Central,OFF-AR-10004078,Newell 312,Art,28.032,6,0.2,Office Supplies,3.504
8677,CA-2017-163265,2/16/2017,2/21/2017,Standard Class,JS-16030,Consumer,Decatur,Central,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Furnishings,7.692,1,0.6,Furniture,-3.6537
8901,CA-2016-150483,5/31/2016,6/4/2016,Standard Class,BP-11290,Consumer,Decatur,Central,FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",Furnishings,32.064,3,0.6,Furniture,-12.8256
8902,CA-2016-150483,5/31/2016,6/4/2016,Standard Class,BP-11290,Consumer,Decatur,Central,OFF-PA-10001846,Xerox 1899,Paper,18.496,4,0.2,Office Supplies,6.7048
8903,CA-2016-150483,5/31/2016,6/4/2016,Standard Class,BP-11290,Consumer,Decatur,Central,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Chairs,191.079,3,0.3,Furniture,-38.2158
8904,CA-2016-150483,5/31/2016,6/4/2016,Standard Class,BP-11290,Consumer,Decatur,Central,OFF-PA-10004621,Xerox 212,Paper,10.368,2,0.2,Office Supplies,3.6288
9844,CA-2014-163867,6/3/2014,6/6/2014,First Class,RE-19450,Consumer,Decatur,Central,OFF-LA-10001771,Avery 513,Labels,15.936,4,0.2,Office Supplies,5.1792
9845,CA-2014-163867,6/3/2014,6/6/2014,First Class,RE-19450,Consumer,Decatur,Central,FUR-FU-10001475,"Contract Clock, 14"", Brown",Furnishings,61.544,7,0.6,Furniture,-40.0036
9846,CA-2014-163867,6/3/2014,6/6/2014,First Class,RE-19450,Consumer,Decatur,Central,OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,Storage,132.696,3,0.2,Office Supplies,9.9522
3403,CA-2015-129700,5/4/2015,5/5/2015,First Class,LA-16780,Corporate,Tinley Park,Central,FUR-FU-10001940,Staple-based wall hangings,Furnishings,22.288,7,0.6,Furniture,-8.9152
7002,CA-2015-104871,3/30/2015,4/3/2015,Standard Class,DR-12940,Home Office,Normal,Central,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Chairs,366.744,4,0.3,Furniture,-110.0232
658,US-2016-156097,9/19/2016,9/19/2016,Same Day,EH-14125,Home Office,Aurora,Central,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Chairs,701.372,2,0.3,Furniture,-50.098
659,US-2016-156097,9/19/2016,9/19/2016,Same Day,EH-14125,Home Office,Aurora,Central,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Binders,2.308,2,0.8,Office Supplies,-3.462
1382,US-2016-100566,9/3/2016,9/9/2016,Standard Class,JK-16120,Home Office,Aurora,Central,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furnishings,83.952,3,0.6,Furniture,-90.2484
1395,US-2017-117247,10/9/2017,10/14/2017,Standard Class,CK-12760,Corporate,Aurora,Central,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Tables,652.45,5,0.5,Furniture,-430.617
1396,US-2017-117247,10/9/2017,10/14/2017,Standard Class,CK-12760,Corporate,Aurora,Central,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Tables,66.645,3,0.5,Furniture,-42.6528
1577,CA-2016-109057,4/22/2016,4/27/2016,Standard Class,TT-21460,Home Office,Aurora,Central,OFF-ST-10002406,Pizazz Global Quick File,Storage,23.952,2,0.2,Office Supplies,2.3952
2207,US-2014-103905,7/14/2014,7/20/2014,Standard Class,AW-10930,Home Office,Aurora,Central,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Binders,29.932,7,0.8,Office Supplies,-46.3946
2208,US-2014-103905,7/14/2014,7/20/2014,Standard Class,AW-10930,Home Office,Aurora,Central,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Phones,38.272,4,0.2,Technology,3.8272
2372,CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020,Corporate,Aurora,Central,FUR-FU-10004973,Flat Face Poster Frame,Furnishings,60.288,8,0.6,Furniture,-27.1296
2373,CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020,Corporate,Aurora,Central,OFF-FA-10000936,Acco Hot Clips Clips to Go,Fasteners,2.632,1,0.2,Office Supplies,0.8225
2374,CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020,Corporate,Aurora,Central,OFF-PA-10001609,Tops Wirebound Message Log Books,Paper,23.688,9,0.2,Office Supplies,7.6986
2375,CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020,Corporate,Aurora,Central,FUR-CH-10000785,Global Ergonomic Managers Chair,Chairs,253.372,2,0.3,Furniture,-14.4784
2643,CA-2016-124051,12/29/2016,12/30/2016,First Class,KA-16525,Consumer,Aurora,Central,OFF-PA-10001289,White Computer Printout Paper by Universal,Paper,186.048,6,0.2,Office Supplies,67.4424
3107,CA-2017-127460,7/10/2017,7/14/2017,Standard Class,FG-14260,Home Office,Aurora,Central,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Storage,298.464,6,0.2,Office Supplies,26.1156
3520,CA-2015-124975,6/22/2015,6/25/2015,First Class,MG-17875,Home Office,Aurora,Central,FUR-TA-10002645,Hon Rectangular Conference Tables,Tables,796.425,7,0.5,Furniture,-525.6405
4358,CA-2017-162565,12/11/2017,12/11/2017,Same Day,RR-19315,Consumer,Aurora,Central,OFF-PA-10001937,Xerox 21,Paper,10.368,2,0.2,Office Supplies,3.6288
4359,CA-2017-162565,12/11/2017,12/11/2017,Same Day,RR-19315,Consumer,Aurora,Central,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Furnishings,77.72,1,0.6,Furniture,-66.062
4360,CA-2017-162565,12/11/2017,12/11/2017,Same Day,RR-19315,Consumer,Aurora,Central,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,Chairs,520.464,2,0.3,Furniture,-14.8704
4722,CA-2014-106229,6/7/2014,6/11/2014,Second Class,NR-18550,Consumer,Aurora,Central,FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Tables,268.935,3,0.5,Furniture,-209.7693
6948,CA-2015-130365,4/25/2015,4/29/2015,Standard Class,ZC-21910,Consumer,Aurora,Central,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Storage,221.024,2,0.2,Office Supplies,-55.256
6949,CA-2015-130365,4/25/2015,4/29/2015,Standard Class,ZC-21910,Consumer,Aurora,Central,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Chairs,128.058,3,0.3,Furniture,-23.7822
7879,CA-2016-160241,11/29/2016,12/4/2016,Second Class,DR-12940,Home Office,Aurora,Central,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furnishings,242.176,4,0.6,Furniture,-302.72
